source,relation,target,target_type
Asthma,diagnosed_by,ECG,diagnostic_test
Cough,indicates,Hypertension,disease
Migraine,associated_with,Diabetes,disease
Pneumonia,associated_with,Pneumonia,disease
Fever,indicates,Angina,disease
Tuberculosis,diagnosed_by,ECG,diagnostic_test
Fatigue,indicates,Influenza,disease
Conjunctivitis,diagnosed_by,X-Ray,diagnostic_test
Cough,indicates,Bronchitis,disease
Pneumonia,diagnosed_by,MRI,diagnostic_test
Bronchitis,diagnosed_by,CT Scan,diagnostic_test
Conjunctivitis,managed_by,Dermatologist,specialist
Influenza,diagnosed_by,MRI,diagnostic_test
Conjunctivitis,associated_with,Migraine,disease
Bronchitis,managed_by,Pulmonologist,specialist
Migraine,diagnosed_by,Blood Test,diagnostic_test
Antivirals,prescribed_by,Pulmonologist,specialist
Diabetes,treated_by,Inhalers,treatment
NSAIDs,prescribed_by,Pulmonologist,specialist
Arthritis,causes,Rash,symptom
Fatigue,indicates,Conjunctivitis,disease
Bronchitis,diagnosed_by,Blood Test,diagnostic_test
Antibiotics,prescribed_by,Endocrinologist,specialist
Antivirals,prescribed_by,Rheumatologist,specialist
Pneumonia,diagnosed_by,CT Scan,diagnostic_test
Bronchitis,managed_by,Pulmonologist,specialist
Asthma,associated_with,Tuberculosis,disease
Pain Relievers,prescribed_by,Endocrinologist,specialist
Pain Relievers,prescribed_by,Ophthalmologist,specialist
Influenza,associated_with,Tuberculosis,disease
Influenza,diagnosed_by,X-Ray,diagnostic_test
Tuberculosis,diagnosed_by,Blood Test,diagnostic_test
Angina,associated_with,Bronchitis,disease
Conjunctivitis,associated_with,Diabetes,disease
Arthritis,managed_by,Dermatologist,specialist
Migraine,managed_by,Rheumatologist,specialist
Asthma,treated_by,Nitroglycerin,treatment
Inhalers,prescribed_by,Neurologist,specialist
Arthritis,associated_with,Arthritis,disease
Bronchitis,diagnosed_by,CT Scan,diagnostic_test
Arthritis,treated_by,IV Fluids,treatment
Rash,indicates,Arthritis,disease
Antibiotics,prescribed_by,Dermatologist,specialist
Eye Drops,prescribed_by,Neurologist,specialist
Rash,indicates,COVID-19,disease
Angina,managed_by,Dermatologist,specialist
Diabetes,causes,Joint Pain,symptom
Cough,indicates,Pneumonia,disease
Arthritis,diagnosed_by,CT Scan,diagnostic_test
Hypertension,associated_with,Angina,disease
Arthritis,causes,Headache,symptom
Conjunctivitis,associated_with,Migraine,disease
Pneumonia,managed_by,Dermatologist,specialist
Asthma,associated_with,Tuberculosis,disease
Asthma,associated_with,Angina,disease
Nitroglycerin,prescribed_by,Rheumatologist,specialist
Beta Blockers,prescribed_by,Ophthalmologist,specialist
Bronchitis,managed_by,Endocrinologist,specialist
NSAIDs,prescribed_by,Dermatologist,specialist
Diabetes,causes,Blurred Vision,symptom
Asthma,causes,Chest Pain,symptom
Asthma,associated_with,Bronchitis,disease
Headache,indicates,Hypertension,disease
Joint Pain,indicates,Influenza,disease
NSAIDs,prescribed_by,Cardiologist,specialist
Dizziness,indicates,Bronchitis,disease
NSAIDs,prescribed_by,Dermatologist,specialist
Migraine,causes,Blurred Vision,symptom
Tuberculosis,managed_by,Ophthalmologist,specialist
Conjunctivitis,managed_by,Rheumatologist,specialist
Diabetes,treated_by,IV Fluids,treatment
Conjunctivitis,diagnosed_by,Urinalysis,diagnostic_test
Angina,managed_by,Infectious Disease Specialist,specialist
Angina,associated_with,Bronchitis,disease
COVID-19,causes,Fever,symptom
Influenza,associated_with,Tuberculosis,disease
Angina,treated_by,Pain Relievers,treatment
Blurred Vision,indicates,Diabetes,disease
Asthma,managed_by,Dermatologist,specialist
Asthma,treated_by,Antivirals,treatment
Arthritis,causes,Chest Pain,symptom
Tuberculosis,diagnosed_by,MRI,diagnostic_test
Conjunctivitis,treated_by,Corticosteroids,treatment
COVID-19,managed_by,Neurologist,specialist
Bronchitis,diagnosed_by,Urinalysis,diagnostic_test
Eye Drops,prescribed_by,Pulmonologist,specialist
Arthritis,managed_by,Infectious Disease Specialist,specialist
Tuberculosis,treated_by,Antivirals,treatment
Shortness of Breath,indicates,Hypertension,disease
Pain Relievers,prescribed_by,Cardiologist,specialist
Shortness of Breath,indicates,Bronchitis,disease
Arthritis,treated_by,Eye Drops,treatment
Diabetes,diagnosed_by,X-Ray,diagnostic_test
Diabetes,diagnosed_by,CT Scan,diagnostic_test
Conjunctivitis,diagnosed_by,MRI,diagnostic_test
Joint Pain,indicates,Conjunctivitis,disease
Conjunctivitis,managed_by,Pulmonologist,specialist
Bronchitis,associated_with,Asthma,disease
Conjunctivitis,managed_by,Ophthalmologist,specialist
Hypertension,diagnosed_by,Blood Test,diagnostic_test
Inhalers,prescribed_by,Dermatologist,specialist
Conjunctivitis,associated_with,Conjunctivitis,disease
Insulin,prescribed_by,Infectious Disease Specialist,specialist
Hypertension,treated_by,NSAIDs,treatment
Conjunctivitis,causes,Sore Throat,symptom
Shortness of Breath,indicates,Angina,disease
Tuberculosis,associated_with,COVID-19,disease
Influenza,causes,Fever,symptom
Pneumonia,associated_with,Bronchitis,disease
Arthritis,treated_by,Eye Drops,treatment
Migraine,associated_with,COVID-19,disease
Shortness of Breath,indicates,Hypertension,disease
Angina,diagnosed_by,X-Ray,diagnostic_test
Angina,associated_with,Diabetes,disease
Angina,associated_with,Migraine,disease
Chest Pain,indicates,Hypertension,disease
Influenza,managed_by,Ophthalmologist,specialist
Bronchitis,causes,Shortness of Breath,symptom
Conjunctivitis,associated_with,Tuberculosis,disease
Tuberculosis,managed_by,Endocrinologist,specialist
Bronchitis,treated_by,Corticosteroids,treatment
Influenza,associated_with,Asthma,disease
Nausea,indicates,Influenza,disease
COVID-19,treated_by,Beta Blockers,treatment
Conjunctivitis,associated_with,COVID-19,disease
Tuberculosis,treated_by,Antivirals,treatment
Blurred Vision,indicates,Asthma,disease
Conjunctivitis,causes,Rash,symptom
IV Fluids,prescribed_by,Dermatologist,specialist
Bronchitis,treated_by,Insulin,treatment
Hypertension,treated_by,Pain Relievers,treatment
Influenza,treated_by,Corticosteroids,treatment
COVID-19,treated_by,Inhalers,treatment
Diabetes,managed_by,General Practitioner,specialist
Diabetes,treated_by,Pain Relievers,treatment
Fever,indicates,COVID-19,disease
Asthma,causes,Nausea,symptom
Angina,treated_by,ACE Inhibitors,treatment
Bronchitis,treated_by,NSAIDs,treatment
Antivirals,prescribed_by,Cardiologist,specialist
COVID-19,diagnosed_by,ECG,diagnostic_test
Chest Pain,indicates,Hypertension,disease
Asthma,associated_with,Bronchitis,disease
Pneumonia,managed_by,General Practitioner,specialist
Conjunctivitis,treated_by,Insulin,treatment
IV Fluids,prescribed_by,Rheumatologist,specialist
NSAIDs,prescribed_by,Infectious Disease Specialist,specialist
Corticosteroids,prescribed_by,Pulmonologist,specialist
Arthritis,managed_by,Pulmonologist,specialist
Corticosteroids,prescribed_by,Rheumatologist,specialist
Shortness of Breath,indicates,Tuberculosis,disease
IV Fluids,prescribed_by,Ophthalmologist,specialist
Shortness of Breath,indicates,Bronchitis,disease
Conjunctivitis,associated_with,Tuberculosis,disease
Asthma,causes,Rash,symptom
Beta Blockers,prescribed_by,Neurologist,specialist
Headache,indicates,Influenza,disease
Sore Throat,indicates,Hypertension,disease
Tuberculosis,managed_by,Endocrinologist,specialist
Asthma,associated_with,Conjunctivitis,disease
Migraine,managed_by,Cardiologist,specialist
Migraine,diagnosed_by,Urinalysis,diagnostic_test
Joint Pain,indicates,Conjunctivitis,disease
Asthma,diagnosed_by,Urinalysis,diagnostic_test
Antibiotics,prescribed_by,Rheumatologist,specialist
Tuberculosis,treated_by,Eye Drops,treatment
Tuberculosis,managed_by,Cardiologist,specialist
Antibiotics,prescribed_by,Neurologist,specialist
Diabetes,diagnosed_by,Blood Test,diagnostic_test
Conjunctivitis,managed_by,Dermatologist,specialist
Pneumonia,associated_with,Asthma,disease
Migraine,managed_by,Infectious Disease Specialist,specialist
Hypertension,causes,Headache,symptom
Conjunctivitis,causes,Joint Pain,symptom
Asthma,diagnosed_by,Blood Test,diagnostic_test
Hypertension,associated_with,Asthma,disease
Pneumonia,diagnosed_by,MRI,diagnostic_test
IV Fluids,prescribed_by,Infectious Disease Specialist,specialist
Hypertension,causes,Fever,symptom
COVID-19,diagnosed_by,Urinalysis,diagnostic_test
Cough,indicates,Arthritis,disease
Inhalers,prescribed_by,Ophthalmologist,specialist
Migraine,associated_with,Angina,disease
Beta Blockers,prescribed_by,Dermatologist,specialist
Bronchitis,managed_by,Rheumatologist,specialist
Nausea,indicates,Bronchitis,disease
Tuberculosis,causes,Headache,symptom
Hypertension,causes,Sore Throat,symptom
COVID-19,causes,Shortness of Breath,symptom
Insulin,prescribed_by,Neurologist,specialist
Migraine,associated_with,Influenza,disease
Tuberculosis,causes,Nausea,symptom
Nausea,indicates,Hypertension,disease
Tuberculosis,associated_with,Migraine,disease
Conjunctivitis,treated_by,Antivirals,treatment
Conjunctivitis,causes,Blurred Vision,symptom
Migraine,associated_with,Asthma,disease
Bronchitis,diagnosed_by,Urinalysis,diagnostic_test
Angina,treated_by,Pain Relievers,treatment
Arthritis,treated_by,NSAIDs,treatment
Pneumonia,associated_with,Tuberculosis,disease
Rash,indicates,Asthma,disease
Tuberculosis,managed_by,Ophthalmologist,specialist
Fever,indicates,COVID-19,disease
Hypertension,treated_by,Nitroglycerin,treatment
Hypertension,diagnosed_by,MRI,diagnostic_test
Nausea,indicates,Tuberculosis,disease
Conjunctivitis,diagnosed_by,ECG,diagnostic_test
Hypertension,diagnosed_by,MRI,diagnostic_test
Arthritis,treated_by,Beta Blockers,treatment
Conjunctivitis,causes,Chest Pain,symptom
Influenza,treated_by,ACE Inhibitors,treatment
Pain Relievers,prescribed_by,Rheumatologist,specialist
Conjunctivitis,causes,Sore Throat,symptom
Diabetes,causes,Rash,symptom
Migraine,associated_with,Hypertension,disease
Asthma,treated_by,Corticosteroids,treatment
Headache,indicates,Bronchitis,disease
Hypertension,treated_by,ACE Inhibitors,treatment
Arthritis,managed_by,Cardiologist,specialist
Angina,treated_by,Antivirals,treatment
Conjunctivitis,causes,Cough,symptom
Bronchitis,treated_by,Nitroglycerin,treatment
Influenza,treated_by,Antivirals,treatment
Bronchitis,treated_by,ACE Inhibitors,treatment
Conjunctivitis,treated_by,Insulin,treatment
Headache,indicates,Bronchitis,disease
Influenza,diagnosed_by,Urinalysis,diagnostic_test
Nausea,indicates,Hypertension,disease
Migraine,diagnosed_by,X-Ray,diagnostic_test
Diabetes,associated_with,Influenza,disease
NSAIDs,prescribed_by,Neurologist,specialist
Joint Pain,indicates,Conjunctivitis,disease
Migraine,diagnosed_by,CT Scan,diagnostic_test
Insulin,prescribed_by,Endocrinologist,specialist
Influenza,causes,Dizziness,symptom
Fever,indicates,Conjunctivitis,disease
Angina,treated_by,Inhalers,treatment
Tuberculosis,managed_by,Dermatologist,specialist
Fatigue,indicates,Asthma,disease
Diabetes,managed_by,Ophthalmologist,specialist
Conjunctivitis,diagnosed_by,Blood Test,diagnostic_test
Influenza,diagnosed_by,Blood Test,diagnostic_test
Rash,indicates,Asthma,disease
Angina,treated_by,IV Fluids,treatment
COVID-19,associated_with,Diabetes,disease
Antibiotics,prescribed_by,Endocrinologist,specialist
Diabetes,diagnosed_by,Blood Test,diagnostic_test
Tuberculosis,treated_by,ACE Inhibitors,treatment
Blurred Vision,indicates,Conjunctivitis,disease
Tuberculosis,managed_by,Endocrinologist,specialist
Migraine,associated_with,Arthritis,disease
Asthma,associated_with,Pneumonia,disease
Eye Drops,prescribed_by,Pulmonologist,specialist
Cough,indicates,Migraine,disease
Angina,diagnosed_by,Urinalysis,diagnostic_test
Conjunctivitis,associated_with,Diabetes,disease
Blurred Vision,indicates,Asthma,disease
Diabetes,causes,Headache,symptom
Conjunctivitis,associated_with,Bronchitis,disease
Asthma,associated_with,Asthma,disease
COVID-19,managed_by,Dermatologist,specialist
Beta Blockers,prescribed_by,Neurologist,specialist
Fatigue,indicates,Migraine,disease
Diabetes,treated_by,Antibiotics,treatment
Pneumonia,causes,Cough,symptom
Conjunctivitis,associated_with,Asthma,disease
COVID-19,associated_with,Bronchitis,disease
Arthritis,diagnosed_by,CT Scan,diagnostic_test
Asthma,managed_by,Pulmonologist,specialist
ACE Inhibitors,prescribed_by,Pulmonologist,specialist
Influenza,treated_by,Insulin,treatment
Hypertension,diagnosed_by,Urinalysis,diagnostic_test
Angina,treated_by,Eye Drops,treatment
Angina,associated_with,COVID-19,disease
Shortness of Breath,indicates,Arthritis,disease
Rash,indicates,Tuberculosis,disease
Influenza,causes,Nausea,symptom
Cough,indicates,Influenza,disease
Blurred Vision,indicates,Conjunctivitis,disease
Arthritis,managed_by,Endocrinologist,specialist
Migraine,diagnosed_by,CT Scan,diagnostic_test
COVID-19,causes,Nausea,symptom
Conjunctivitis,causes,Headache,symptom
Migraine,treated_by,Beta Blockers,treatment
Nausea,indicates,COVID-19,disease
COVID-19,managed_by,Endocrinologist,specialist
Pneumonia,managed_by,Dermatologist,specialist
Angina,associated_with,Diabetes,disease
Chest Pain,indicates,Tuberculosis,disease
Insulin,prescribed_by,Rheumatologist,specialist
COVID-19,causes,Rash,symptom
Pain Relievers,prescribed_by,Ophthalmologist,specialist
Influenza,treated_by,Beta Blockers,treatment
COVID-19,associated_with,Bronchitis,disease
Influenza,diagnosed_by,Blood Test,diagnostic_test
Pneumonia,diagnosed_by,ECG,diagnostic_test
Migraine,treated_by,IV Fluids,treatment
Hypertension,causes,Fever,symptom
Beta Blockers,prescribed_by,Pulmonologist,specialist
Tuberculosis,causes,Headache,symptom
Diabetes,associated_with,Asthma,disease
Tuberculosis,treated_by,IV Fluids,treatment
Headache,indicates,COVID-19,disease
Shortness of Breath,indicates,Influenza,disease
Hypertension,causes,Cough,symptom
Pneumonia,managed_by,Rheumatologist,specialist
Conjunctivitis,managed_by,Neurologist,specialist
Hypertension,associated_with,Diabetes,disease
Pneumonia,managed_by,General Practitioner,specialist
NSAIDs,prescribed_by,Infectious Disease Specialist,specialist
Nausea,indicates,COVID-19,disease
Pneumonia,associated_with,Asthma,disease
Antibiotics,prescribed_by,General Practitioner,specialist
Insulin,prescribed_by,Cardiologist,specialist
Conjunctivitis,diagnosed_by,Blood Test,diagnostic_test
COVID-19,causes,Fever,symptom
Angina,diagnosed_by,X-Ray,diagnostic_test
Tuberculosis,treated_by,Inhalers,treatment
Antibiotics,prescribed_by,Endocrinologist,specialist
Bronchitis,diagnosed_by,ECG,diagnostic_test
Rash,indicates,COVID-19,disease
Hypertension,diagnosed_by,CT Scan,diagnostic_test
Tuberculosis,managed_by,Ophthalmologist,specialist
Beta Blockers,prescribed_by,Infectious Disease Specialist,specialist
Angina,causes,Rash,symptom
Migraine,treated_by,NSAIDs,treatment
Conjunctivitis,managed_by,Dermatologist,specialist
Insulin,prescribed_by,Ophthalmologist,specialist
Influenza,causes,Rash,symptom
Rash,indicates,Angina,disease
Hypertension,causes,Cough,symptom
Angina,associated_with,Conjunctivitis,disease
Bronchitis,associated_with,Migraine,disease
Bronchitis,diagnosed_by,X-Ray,diagnostic_test
Hypertension,treated_by,Antibiotics,treatment
Nitroglycerin,prescribed_by,Pulmonologist,specialist
Conjunctivitis,managed_by,Dermatologist,specialist
Eye Drops,prescribed_by,Neurologist,specialist
Migraine,managed_by,General Practitioner,specialist
Diabetes,managed_by,Dermatologist,specialist
Pneumonia,causes,Sore Throat,symptom
Pneumonia,treated_by,Inhalers,treatment
Diabetes,associated_with,Bronchitis,disease
Arthritis,causes,Rash,symptom
Migraine,causes,Fatigue,symptom
Pneumonia,treated_by,Antibiotics,treatment
Eye Drops,prescribed_by,General Practitioner,specialist
Angina,associated_with,COVID-19,disease
Fatigue,indicates,Asthma,disease
Hypertension,treated_by,Nitroglycerin,treatment
Corticosteroids,prescribed_by,Pulmonologist,specialist
Asthma,diagnosed_by,ECG,diagnostic_test
Hypertension,causes,Shortness of Breath,symptom
Bronchitis,causes,Headache,symptom
Antibiotics,prescribed_by,Dermatologist,specialist
Asthma,causes,Headache,symptom
Sore Throat,indicates,Conjunctivitis,disease
Pneumonia,diagnosed_by,MRI,diagnostic_test
Influenza,causes,Chest Pain,symptom
Bronchitis,diagnosed_by,MRI,diagnostic_test
Eye Drops,prescribed_by,Infectious Disease Specialist,specialist
Asthma,diagnosed_by,ECG,diagnostic_test
Fever,indicates,Diabetes,disease
NSAIDs,prescribed_by,Infectious Disease Specialist,specialist
Asthma,treated_by,Corticosteroids,treatment
Asthma,managed_by,General Practitioner,specialist
Nitroglycerin,prescribed_by,Pulmonologist,specialist
Hypertension,associated_with,Migraine,disease
Antivirals,prescribed_by,Rheumatologist,specialist
Blurred Vision,indicates,Angina,disease
Bronchitis,treated_by,NSAIDs,treatment
Pain Relievers,prescribed_by,Rheumatologist,specialist
Diabetes,causes,Rash,symptom
Asthma,treated_by,NSAIDs,treatment
Bronchitis,treated_by,IV Fluids,treatment
Pneumonia,treated_by,Antivirals,treatment
Pneumonia,causes,Dizziness,symptom
Migraine,causes,Nausea,symptom
Bronchitis,diagnosed_by,MRI,diagnostic_test
Arthritis,diagnosed_by,Urinalysis,diagnostic_test
Hypertension,diagnosed_by,X-Ray,diagnostic_test
Asthma,treated_by,Insulin,treatment
Tuberculosis,causes,Chest Pain,symptom
Bronchitis,causes,Blurred Vision,symptom
Arthritis,associated_with,Migraine,disease
Migraine,associated_with,Diabetes,disease
Migraine,managed_by,Cardiologist,specialist
Conjunctivitis,treated_by,Corticosteroids,treatment
Influenza,diagnosed_by,Blood Test,diagnostic_test
Migraine,managed_by,Cardiologist,specialist
Beta Blockers,prescribed_by,Endocrinologist,specialist
Diabetes,managed_by,Dermatologist,specialist
Tuberculosis,managed_by,Dermatologist,specialist
Arthritis,treated_by,Nitroglycerin,treatment
Bronchitis,managed_by,Neurologist,specialist
